Subcellular location ID	Name	Category	Gene Ontologies	Is a	Description	Keyword	Synonyms	Links	References	Note	Content	Is part of	Statistics
SL-0413	Host nucleoplasm	Cellular component	GO:0044095:host cell nucleoplasm		The host nucleoplasm is a highly viscous liquid contained within the host nucleus that surrounds the chromosomes and other subnuclear organelles. A network of fibers known as the host nuclear matrix can also be found in there.		Host karyolymph, Host karyoplasm				Host nucleus, host nucleoplasm	SL-0414; Host nucleus; LOCATION	reviewed:21; annotated:330
SL-0414	Host nucleus	Cellular component	GO:0042025:host cell nucleus		The host nucleus is the most obvious organelle in any host eukaryotic cell. It is a membrane-bound organelle and is surrounded by double membranes. It communicates with the surrounding cytosol via numerous nuclear pores.	KW-1048					Host nucleus	SL-0427; Host cell; LOCATION	reviewed:4289; annotated:766417
SL-0415	Host nucleus envelope	Cellular component	GO:0044199:host cell nuclear envelope		The host nuclear envelope is a membrane system which surrounds the host nucleoplasm of eukaryotic cells. It is composed of the nuclear lamina, nuclear pore complexes and two nuclear membranes. The space between the two membranes is called the host nuclear intermembrane space.		Host karyotheca, Host nuclear envelope, Host nucleolemma, Host perinuclear envelope				Host nucleus envelope	SL-0414; Host nucleus; LOCATION	reviewed:97; annotated:973
SL-0416	Host nucleus lamina	Cellular component	GO:0044203:host cell nuclear lamina		The host nuclear lamina is a meshwork of intermediate filament proteins called lamins and lamin-binding proteins that are embedded in the host inner nuclear membrane.		Host nuclear lamina				Host nucleus lamina	SL-0415; Host nucleus envelope; LOCATION	reviewed:7; annotated:231
SL-0417	Host nucleus matrix	Cellular component	GO:0044204:host cell nuclear matrix		The host nuclear matrix is a three-dimensional filamentous protein network, found in the host nucleoplasm, which provides a structural framework for organising host chromatin, while facilitating transcription and replication.		Host nuclear matrix, Host nuclear scaffold, Host nuclear skeleton				Host nucleus matrix	SL-0414; Host nucleus; LOCATION	reviewed:40; annotated:746
SL-0418	Host nucleus membrane	Cellular component	GO:0044200:host cell nuclear membrane	SL-0380; Host membrane; LOCATION	The membrane surrounding the host nucleus. This term is used when it is not known if the protein is found in or associated with the inner or outer host nuclear membrane.		Host nuclear membrane				Host nucleus membrane	SL-0398; Host endomembrane system; LOCATION, SL-0415; Host nucleus envelope; LOCATION	reviewed:89; annotated:742
SL-0419	Host nucleus inner membrane	Cellular component	GO:0044201:host cell nuclear inner membrane	SL-0418; Host nucleus membrane; LOCATION	The inner membrane surrounding the host nucleus is the membrane which separates the host nuclear matrix from the host intermembrane space.		Host inner nuclear membrane, Host nuclear inner membrane				Host nucleus inner membrane		reviewed:58; annotated:411
SL-0420	Host periplasm	Cellular component	GO:0044229:host cell periplasmic space		The host periplasm is the space between the inner and outer membrane in host Gram-negative bacteria. In Gram-positive bacteria a smaller periplasmic space is found between the inner membrane and the peptidoglycan layer. Also used for the host intermembrane spaces of host fungi and host organelles.	KW-1049	Host periplasmic space				Host periplasm	SL-0421; Host cell envelope; LOCATION	reviewed:11; annotated:950
SL-0421	Host cell envelope	Cellular component	GO:0044230:host cell envelope		The host cell envelope comprises the cell membrane, the cell wall and an outer membrane if present. The Gram-positive bacteria host cell envelope consists of the cytoplasmic membrane, cell wall and capsule. The Gram-negative host envelope consists of the cytoplasmic membrane, cell wall, periplasmic space, outer membrane and capsule. The archaeal cell host envelope consists generally of single typical bilayer membrane covered by a surface layer (S-layer). Ignicoccus host species exceptionally have an outer membrane which encloses a large periplasmic space. Extreme host thermophiles and acidophiles have tetraether type glycerophospholipids with C40 isoprenoid chains. The yeast host cell envelope is a protecting capsule which consists of the cytoplasmic membrane, the periplasmic space, and the cell wall.		Host envelope				Host cell envelope	SL-0427; Host cell; LOCATION	reviewed:2185; annotated:610568
SL-0422	Host rough endoplasmic reticulum	Cellular component	GO:0044168:host cell rough endoplasmic reticulum		The host rough endoplasmic reticulum (host RER) is the portion of the host ER which is covered with ribosomes.		Host RER, Host rough ER				Host rough endoplasmic reticulum	SL-0388; Host endoplasmic reticulum; LOCATION	reviewed:140; annotated:4732
SL-0423	Host rough endoplasmic reticulum membrane	Cellular component	GO:0044169:host cell rough endoplasmic reticulum membrane	SL-0390; Host endoplasmic reticulum membrane; LOCATION	The membrane surrounding the host rough endoplasmic reticulum.						Host rough endoplasmic reticulum membrane	SL-0422; Host rough endoplasmic reticulum; LOCATION	reviewed:56; annotated:2274
SL-0424	Host cell wall	Cellular component	GO:0044158:host cell wall		The complex and rigid layer surrounding the host cell. Host cell walls are found in bacteria, archaea, fungi, plants, and algae. The host cell wall is surrounded by an outer membrane in Gram-negative host bacteria, and envelopes the inner or plasma host membrane all host bacteria. It plays a role in host cell shape, cell stability and development, and protection against environmental dangers.						Host cell wall	SL-0421; Host cell envelope; LOCATION	reviewed:4; annotated:0
SL-0425	Host extracellular space	Cellular component	GO:0043655:host extracellular space		The host extracellular space is the space outside of the host cell membrane but part of a multicellular host organism.		Host intercellular space				Host extracellular space	SL-0431; Host; LOCATION	reviewed:81; annotated:11688
SL-0426	Host Golgi apparatus membrane	Cellular component	GO:0044178:host cell Golgi membrane	SL-0380; Host membrane; LOCATION	The host membrane surrounding the host Golgi apparatus.		Host apparatus golgiensis membrane, Host complexus golgiensis membrane, Host Golgi complex membrane, Host Golgi membrane				Host Golgi apparatus membrane	SL-0395; Host Golgi apparatus; LOCATION, SL-0398; Host endomembrane system; LOCATION	reviewed:450; annotated:36222
SL-0427	Host cell	Cellular component	GO:0043657:host cell		A cell within a host organism including the host cell membrane and any external encapsulating structures such as the host cell wall and cell envelope.						Host cell		reviewed:8839; annotated:1773357
SL-0428	Host caveola	Cellular component	GO:0044155:host caveola		The host caveola is a small (apparently) uncoated pit found mostly in the host cell membrane of many highly differentiated mammalian cells, such as adipocytes, endothelial cells and muscle cells. These flask- shaped invaginations are defined by the presence of caveolins and contains a subset of lipid-raft components, including cholesterol and sphingolipids.		Host caveolae, Host membrane microdomain, Host plasmalemmal vesicle				Host membrane, host caveola	SL-0398; Host endomembrane system; LOCATION	reviewed:47; annotated:2116
SL-0429	Host cellular thylakoid	Cellular component	GO:0044159:host thylakoid	SL-0449; Host thylakoid; LOCATION	The host cellular thylakoids are formed usually by extensive invaginations of the host cyanobacterial cell membrane. In Synechocystis sp. strain PCC 6803, the thylakoid membranes are physically discontinuous from the plasma membrane, and thus represent bona fide intracellular organelles.					Use only in cyanobacteria, not eukaryotes	Host cellular thylakoid	SL-0427; Host cell; LOCATION	reviewed:4; annotated:0
SL-0430	Host cellular thylakoid membrane	Cellular component	GO:0044160:host thylakoid membrane	SL-0380; Host membrane; LOCATION	The membrane of the host cyanobacterial cellular thylakoid.					Use only in cyanobacteria, not eukaryotes	Host cellular thylakoid membrane	SL-0398; Host endomembrane system; LOCATION, SL-0429; Host cellular thylakoid; LOCATION	reviewed:4; annotated:0
SL-0431	Host	Cellular component	GO:0018995:host cellular component		The host is any organism in which another organism, or symbiont, spends part or all of its life cycle. Most animals and plants live symbiotically with microorganisms. The larger organism is called the host and smaller organism the symbiont. When the interactions between the symbiont and the host benefits both partners, the symbiotic interaction is called mutualism. When there is a negative effect on one of the partners, it is called a parasitic symbiosis and if there is no beneficial or negative effect it is a commensal symbiosis. These clear-cut definitions are not always easy to apply in nature. Take the bacterium Pseudomonas aeruginosa for example. This bacterium can be found on the skin of humans and not cause disease, perhaps we would call it a commensial, but if the person has a severe burn P. aeruginosa can cause an infection and becomes a pathogen (a medicinal term for parasitism). This type of organism is called an opportunistic pathogen. Whether an association is a mutualist, commensal or parasitic depends on the relative "strengths" of the partners and the balance of power can change over time.			http://web.uconn.edu/mcbstaff/graf/GenSym/GenSym.htm			Host		reviewed:269; annotated:14684
SL-0432	Host phagosome	Cellular component		SL-0386; Host cytoplasmic vesicle; LOCATION	The host phagosome is a phagocytic host cell-specific compartment. These large endocytic membrane-bound vesicles form upon ingestion by the host cell of extracellular materials.		Host phagocytic vesicle				Host cytoplasmic vesicle, host phagosome		reviewed:10; annotated:0
SL-0433	Host phagosome membrane	Cellular component		SL-0387; Host cytoplasmic vesicle membrane; LOCATION	The membrane surrounding a host phagosome.		Host phagocytic vesicle membrane, Host phagosomal membrane				Host cytoplasmic vesicle, host phagosome membrane	SL-0432; Host phagosome; LOCATION	reviewed:0; annotated:0
SL-0434	Host presynaptic cell membrane	Cellular component	GO:0044231:host cell presynaptic membrane		In a host chemical synapse, the host presynaptic membrane is the cell membrane of an axon terminal that faces the receiving cell. The postsynaptic membrane is separated from the presynaptic membrane by the synaptic cleft.		Host presynaptic membrane				Host synapse, host presynaptic cell membrane	SL-0375; Host cell membrane; LOCATION, SL-0435; Host synapse; LOCATION	reviewed:11; annotated:0
SL-0435	Host synapse	Cellular component	GO:0044221:host cell synapse		Host synapses are the communicating cell-cell junctions that allow signals to pass from a host nerve cell to a target cell. In a chemical synapse, the signal is carried by a neurotransmitter which diffuses across a narrow synaptic cleft and activates a receptor on the postsynaptic membrane of the target cell. The target may be a dendrite, cell body, neuronal axon, a specialized region of a muscle or a secretory cell. In an electrical synapse, a direct connection is made between the cytoplasms of two cells via gap junctions.	KW-1051					Host synapse		reviewed:11; annotated:0
SL-0436	Spore polar tube	Cellular component	GO:0044099:polar tube		The polar tube is a highly specialised structure unique to Microsporidia and required for host cell invasion. In the spore, the polar tube is connected at the anterior end, and then coils around the sporoplasm. Upon appropriate environmental stimulation, the polar tube rapidly discharges out of the spore, pierces a cell membrane and serves as a conduit for sporoplasm passage into the new host cell.						Spore polar tube	SL-0539; Spore; LOCATION	reviewed:9; annotated:0
SL-0437	Mitosome	Cellular component	GO:0032047:mitosome		The mitosome is an organelle found in "amitochondrial" unicellular organisms which do not have the capability of gaining energy from oxidative phosphorylation. Mitosomes are almost certainly derived from mitochondria, they have a double membrane and most proteins are delivered to them by a targeting sequence. Unlike mitochondria, mitosomes do not contain any DNA. The mitosome functions in iron- sulphur cluster assembly.	KW-1025					Mitosome		reviewed:10; annotated:0
SL-0438	Mitosome envelope	Cellular component			The mitosomal envelope comprises the inner and outer mitosomal membrane including the intermembrane space.		Mitosomal envelope				Mitosome envelope	SL-0437; Mitosome; LOCATION	reviewed:2; annotated:0
SL-0439	Mitosome inner membrane	Cellular component		SL-0442; Mitosome membrane; LOCATION	The inner membrane of a mitosome is the membrane which separates the mitosomal matrix from the intermembrane space.		Inner mitosomal membrane, Mitosomal inner membrane				Mitosome inner membrane		reviewed:0; annotated:0
SL-0440	Mitosome intermembrane space	Cellular component			The mitosomal intermembrane space is the space between inner and outer mitosomal membranes.		Mitosomal intermembrane space, Mitosomal periplasm, Mitosomal periplasmic space				Mitosome intermembrane space	SL-0438; Mitosome envelope; LOCATION	reviewed:0; annotated:0
SL-0441	Mitosome matrix	Cellular component			The matrix of a mitosome is the mitosomal internal spaces enclosed by the inner membrane.		Mitosomal matrix				Mitosome matrix	SL-0437; Mitosome; LOCATION	reviewed:2; annotated:0
SL-0442	Mitosome membrane	Cellular component		SL-0162; Membrane; LOCATION	The membrane surrounding a mitosome. This term is used when it is not known if the protein is found in or associated with the inner or outer mitosomal membrane.		Mitosomal membrane				Mitosome membrane	SL-0438; Mitosome envelope; LOCATION	reviewed:2; annotated:0
SL-0443	Mitosome outer membrane	Cellular component		SL-0442; Mitosome membrane; LOCATION	The outer membrane of a mitosome is the mitosomal membrane facing the cytoplasm.		Mitosomal outer membrane, Outer mitosomal membrane				Mitosome outer membrane		reviewed:0; annotated:0
SL-0444	Host smooth endoplasmic reticulum	Cellular component	GO:0044170:host cell smooth endoplasmic reticulum		The host smooth endoplasmic reticulum (host SER) is the portion of the host ER which is free of ribosomes.		Host SER, Host smooth ER				Host smooth endoplasmic reticulum	SL-0388; Host endoplasmic reticulum; LOCATION	reviewed:0; annotated:0
SL-0445	Host smooth endoplasmic reticulum membrane	Cellular component	GO:0044171:host cell smooth endoplasmic reticulum membrane	SL-0390; Host endoplasmic reticulum membrane; LOCATION	The membrane surrounding the host smooth endoplasmic reticulum.						Host smooth endoplasmic reticulum membrane	SL-0422; Host rough endoplasmic reticulum; LOCATION	reviewed:11; annotated:0
SL-0446	Host nucleus outer membrane	Cellular component	GO:0044202:host cell nuclear outer membrane	SL-0418; Host nucleus membrane; LOCATION	The outer membrane of the host nucleus is the membrane facing the host cytoplasm. In host mammals, the host outer nuclear membrane is continuous in many places with the host rough endoplasmic reticulum and is dotted with ribosomes.		Host nuclear outer membrane, Host outer nuclear membrane				Host nucleus outer membrane		reviewed:0; annotated:0
SL-0447	Acrosome outer membrane	Cellular component	GO:0002081:outer acrosomal membrane		The portion of the acrosomal membrane just beneath the sperm cell membrane.		Acrosomal outer membrane, Outer acrosomal membrane				Cytoplasmic vesicle, secretory vesicle, acrosome outer membrane	SL-0006; Acrosome membrane; LOCATION	reviewed:14; annotated:587
SL-0448	Spindle pole	Cellular component	GO:0000922:spindle pole		Either of the ends of a spindle, a specialized microtubule structure designed to attach and capture chromosomes in order to partition them evenly to each daughter cells.						Cytoplasm, cytoskeleton, spindle pole	SL-0251; Spindle; LOCATION	reviewed:580; annotated:24751
SL-0449	Host thylakoid	Cellular component	GO:0044159:host thylakoid		The host thylakoid is a membranous cellular structure containing the photosynthetic pigments, reaction centers and electron-transport chain. In host chloroplast, thylakoids stack up to form the grana or stay as single cisternae and interconnect the grana. Thylakoid, where photosynthesis occurs, are found in chloroplasts, cyanelles and in photosynthetic bacteria where they are the extensive invaginations of the plasma membrane.	KW-1050					Host thylakoid	SL-0427; Host cell; LOCATION	reviewed:4; annotated:0
SL-0450	Thylakoid	Cellular component	GO:0009579:thylakoid		The thylakoid is a membranous cellular structure containing the photosynthetic pigments, reaction centers and electron-transport chain. In chloroplast, thylakoids stack up to form the grana or stay as single cisternae and interconnect the grana. Thylakoid, where photosynthesis occurs, are found in chloroplasts, cyanelles and in photosynthetic bacteria where they are the extensive invaginations of the plasma membrane.	KW-0793					Thylakoid		reviewed:8961; annotated:716238
SL-0451	Target cell membrane	Cellular component		SL-0452; Target membrane; LOCATION	The target cell membrane is the selectively permeable membrane which separates the target cell cytoplasm from its surroundings. This term is used to describe a toxin located to the cell membrane of a target cell.	KW-1052	Target cytoplasmic membrane, Target plasmalemma, Target plasma membrane				Target cell membrane		reviewed:488; annotated:8630
SL-0452	Target membrane	Cellular component		SL-0162; Membrane; LOCATION, SL-0487; Target cell; LOCATION	A target membrane is a lipid bilayer which surrounds target cell enclosed spaces and compartments. This selectively permeable structure is essential for effective separation of a target cell or target cell organelle from its surroundings. This term is used to describe a toxin located to a membrane of a target cell.	KW-1053					Target cell, Membrane, target membrane		reviewed:488; annotated:8630
SL-0453	Host multivesicular body	Cellular component	GO:0072494:host multivesicular body		The host multivesicular bodies are a type of late endosome containing internal vesicles formed following the inward budding of the host outer endosomal membrane. The contents of the MVBs are then released into the lysosome lumen. The proteins found in the limiting membrane of MVBs are recycled to other compartments.		Host corpuscula multivesicularis, Host ECV, Host endosomal carrier vesicle, Host multivesicular bodies, Host MVB				Host endosome, host multivesicular body	SL-0393; Host endosome; LOCATION	reviewed:147; annotated:2127
SL-0454	Barrier septum	Cellular component	GO:0000935:division septum	SL-0455; Cell septum; LOCATION	The barrier septum, is a septum which spans a cell and does not allow exchange of organelles or cytoplasm between compartments.						Barrier septum		reviewed:4; annotated:0
SL-0455	Cell septum	Cellular component	GO:0030428:cell septum		A structure composed of peptidoglycan and often chitin in addition to other materials. It usually forms perpendicular to the long axis of a cell or hypha and grows centripetally from the cell wall to the center of the cell and often functions in the compartmentalization of a cell into two daughter cells.						Cell septum		reviewed:59; annotated:9630
SL-0456	Cell tip	Cellular component	GO:0051286:cell tip		The region at either end of the longest axis of a cylindrical or elongated cell, where polarized growth may occur.						Cell tip		reviewed:66; annotated:490
SL-0457	Photoreceptor inner segment	Cellular component	GO:0001917:photoreceptor inner segment		The inner segment of a vertebrate photoreceptor containing mitochondria, ribosomes and membranes where opsin molecules are assembled and passed to be part of the outer segment discs.						Photoreceptor inner segment		reviewed:150; annotated:7890
SL-0458	Photoreceptor outer segment	Cellular component	GO:0001750:photoreceptor outer segment	SL-0066; Cilium; LOCATION	The outer segment of a vertebrate photoreceptor that contains discs of photoreceptive membranes.						Cell projection, cilium, photoreceptor outer segment		reviewed:260; annotated:10634
SL-0459	Host basolateral cell membrane	Cellular component			The fraction of the host cell membrane at the basolateral side of the cell, which faces adjacent host cells and the underlying host connective tissue.		Host basolateral plasma membrane				Host basolateral cell membrane	SL-0375; Host cell membrane; LOCATION	reviewed:0; annotated:0
SL-0460	Kinocilium	Cellular component	GO:0060091:kinocilium	SL-0066; Cilium; LOCATION	The kinocilium is an immotile primary cilium that is found at the apical surface of auditory receptor cells. Hair bundles, the mechanosensory device of the sensory hair cells, are composed of height-ranked rows of stereocilia and a single kinocilium that are interconnected by extracellular proteinaceous links.		Kinocilia				Cell projection, kinocilium		reviewed:19; annotated:1747
SL-0461	Host early endosome	Cellular component			The host early endosomes form a tubulovesicular network spread throughout the cortical cytoplasm of the host cell. Host early endosomes are the primary sorting station in the endocytic pathway from which endocytosed molecules can be recycled back to the host cell membrane or targeted to degradation in the host lysosomes.						Host early endosome	SL-0393; Host endosome; LOCATION	reviewed:89; annotated:45
SL-0462	Host early endosome membrane	Cellular component		SL-0394; Host endosome membrane; LOCATION	The membrane surrounding the host early endosomes, which form a tubulovesicular network spread throughout the cortical cytoplasm of the host cell.		Host early endosomal membrane				Host early endosome membrane	SL-0461; Host early endosome; LOCATION	reviewed:6; annotated:45
SL-0463	Host trans-Golgi network	Cellular component			The host trans-Golgi network is a highly dynamic series of interconnected tubules and vesicles at the trans face of the host Golgi stack. The host trans-Golgi network functions in the processing and sorting of glycoproteins and glycolipids at the interface of the biosynthetic and endosomal pathways. The generation and maintenance of host apical and basolateral membranes rely on sorting events that occur in the host TGN.		Host Golgi trans-face, Host TGN, Host trans-Golgi, Host trans-Golgi complex				Host Golgi apparatus, host trans-Golgi network	SL-0395; Host Golgi apparatus; LOCATION	reviewed:128; annotated:366
SL-0464	Host trans-Golgi network membrane	Cellular component		SL-0426; Host Golgi apparatus membrane; LOCATION	The membrane surrounding the host trans-Golgi network.		Host Golgi trans-face membrane, Host TGN membrane, Host trans-Golgi complex membrane, Host trans-Golgi membrane				Host Golgi apparatus, host trans-Golgi network membrane	SL-0463; Host trans-Golgi network; LOCATION	reviewed:6; annotated:45
SL-0465	PML body	Cellular component	GO:0016605:PML body	SL-0494; Nuclear body; LOCATION	The PML bodies are dynamic nuclear protein aggregates interspersed between chromatin. These punctate nuclear structures are call PML bodies because the PML gene is essential for their formation. These discrete nuclear foci, 0.2-1.0 micrometer wide, are present in most mammalian cell nuclei and typically number 1 to 30 bodies per nucleus, depending on the cell type, cell-cycle phase and differentiation stage. Recent evidence implies that, although they appear to be uniform, PML-NBs are structurally and functionally heterogeneous and are dynamic structures.		Kremer body, ND10, Nuclear domains-10, PML-NB, PML-nuclear body, PML oncogenic domain, Promyelocytic leukaemia nuclear body, Promyelocytic leukemia nuclear body		PubMed=17928811,  DOI=10.1038/nrm2277		Nucleus, PML body	SL-0191; Nucleus; LOCATION	reviewed:317; annotated:24100
SL-0466	Extracellular exosome	Cellular component			Exosomes are 30-120 nm microvesicles of endocytic origin secreted by most cell types and found in abundance in body fluids, including blood, saliva, urine, and breast milk. They contain various molecular constituents of their cell of origin, including proteins and nucleic acids, and carry this cargo between diverse locations in the body. These microvesicles form by budding into the lumen of the multivesicular bodies (MVBs) and are released to extracellular fluids by fusion of MVBs with the plasma membrane.		Extracellular vesicular exosome	http://exocarta.ludwig.edu.au/			Secreted, extracellular exosome	SL-0243; Secreted; LOCATION	reviewed:148; annotated:11128
SL-0467	Cleavage furrow	Cellular component	GO:0032154:cleavage furrow		In fungal, amoeboid and animal cells, during the cytokinesis at the end of cell division, a cleavage furrow forms in the plasma membrane. A contractile ring containing actin and myosin is assembled at the selected site of the future cleavage furrow. Ring contraction produces the force to constrict the cleavage furrow and the daughter cells separate by membrane fusion.						Cleavage furrow		reviewed:181; annotated:13838
SL-0468	Chromosome	Cellular component	GO:0005694:chromosome		An organized structure composed of a single very long molecule of coiled DNA and associated proteins (e.g. histones) that carries hereditary information.	KW-0158	Chromoplastic stroma				Chromosome		reviewed:4521; annotated:363357
SL-0469	Midbody	Cellular component	GO:0030496:midbody		The midbody is the central region of the thin intercellular cytoplasmic bridge formed between daughter cells during cytokinesis. It consists of tightly bundled antiparallel microtubules, which embrace a phase-dense circular structure, called midbody ring. At the final stage of cytokinesis, the intercellular bridge is cleaved, in a process termed abscission, and two daughter cells are formed. Following abscission, the residual midbody structure, known as the midbody remnant or midbody derivative, can have different fates depending on the cell type. It can be either released to the extracellular medium, degraded by autophagy or persists in the cytoplasm, showing asymmetric accumulation in the daughter cells.		Midbody derivative, Midbody remnant			Some authors consider that Flemming body and Midbody are synonyms. This is not the case in UniProtKB, where we use Flemming body as a synonym for Midbody ring, a specific part of the midbody. If you have doubt, use the broader term, Midbody.	Midbody		reviewed:453; annotated:24612
SL-0470	Filopodium tip	Cellular component	GO:0032433:filopodium tip		The end of the filopodium distal to the body of the cell. The filopodium is a thin, tubular, finger-like cell protrusion filled with straight bundled, crosslinked actin filaments having their barbed ends directed towards the cell membrane.		Filopodia tip, Microspike tip				Cell projection, filopodium tip	SL-0286; Filopodium; LOCATION	reviewed:31; annotated:3584
SL-0471	Pseudopodium tip	Cellular component			The end of the pseudopodium distal to the body of the cell.						Cell projection, pseudopodium tip	SL-0298; Pseudopodium; LOCATION	reviewed:1; annotated:0
SL-0472	Bleb	Cellular component	GO:0032059:bleb	SL-0280; Cell projection; LOCATION	These cellular membrane protrusions are the result of actomyosin contractions of the cortex, which cause either transient detachment of the cell membrane from the actin cortex or a rupture in the actin cortex. Then, cytosol streams out of the cell body and inflates the newly formed bleb. Once expansion slows, an actin cortex is reconstituted. Retraction is powered by myosin motor proteins. Blebbing is a common feature of cell physiology during cell movement, cytokinesis, cell spreading and apoptosis.				PubMed=17318224,  DOI=10.1038/nrm2122		Cell projection, bleb		reviewed:13; annotated:936
SL-0473	Phagocytic cup	Cellular component	GO:0001891:phagocytic cup	SL-0280; Cell projection; LOCATION	Cup-shaped invaginations of the cell membrane that subsequently close at their distal margins to form phagosomes during phagocytosis. By progression of its rim along the particle surface, this phagocytic cup envelops and eventually encloses the particle by separation of the phagosome membrane from the cell membrane. Filamentous actin accumulates between the outer and inner leaflet of the cup membrane and is most strongly enriched at the rim of the cup, the site of its protrusion.						Cell projection, phagocytic cup		reviewed:84; annotated:580
SL-0474	Host glyoxysome	Cellular component		SL-0475; Host peroxisome; LOCATION	The host glyoxysome is a plant peroxisome, especially found in germinating seeds, involved in the breakdown and conversion of fatty acids to acetyl-CoA for the glyoxylate bypass. Since it is also rich in catalase, the glyoxysome may be related to the microbodies or peroxisomes or derived from them.						Host glyoxysome		reviewed:0; annotated:0
SL-0475	Host peroxisome	Cellular component	GO:0120149:host cell peroxisome		The host peroxisome is a small eukaryotic organelle limited by a single membrane, specialized for carrying out oxidative reactions. Contains mainly peroxidases, several other oxidases and catalase. The catalase regulates the contents of the produced toxic hydrogen peroxide thus protecting the cell. Beta-oxidation of fatty acids is another major function of peroxisomes. In plants and fungi this degradation occurs only in this cellular compartment.						Host peroxisome		reviewed:3; annotated:0
SL-0476	A band	Cellular component	GO:0031672:A band		The appearance of the striated muscle is created by a pattern of alternating dark A bands and light I bands. A bands comprise thick filaments of myosin and proteins that bind myosin. They are bisected by the H zone, a paler region where the thick and the thin filaments do not overlap. The exact center of the A band is termed the M line.		A-band, A line				Cytoplasm, myofibril, sarcomere, A band	SL-0313; Sarcomere; LOCATION	reviewed:93; annotated:3195
SL-0477	H zone	Cellular component	GO:0031673:H zone		The A band of a sarcomer is bisected by a paler zone, the H zone, where the thick and the thin filaments do not overlap. At the center of the H zone is the M line.		H band, H-band, H disc, H disk				Cytoplasm, myofibril, sarcomere, H zone	SL-0476; A band; LOCATION	reviewed:70; annotated:664
SL-0478	I band	Cellular component	GO:0031674:I band		The appearance of the striated muscle is created by a pattern of alternating dark A bands and light I bands. I bands are composed of thin actin filaments and proteins that bind actin and they are bisected by the Z line. The thin filaments extend in each direction from the Z-disk, where they do not overlap the thick filaments, they create the light I band.		I-band, I disc, I disk	http://www.sarcomere.org/			Cytoplasm, myofibril, sarcomere, I band	SL-0313; Sarcomere; LOCATION	reviewed:209; annotated:10202
SL-0479	Cyanelle envelope	Cellular component	GO:0033112:cyanelle envelope	SL-0210; Plastid envelope; LOCATION	The envelope of a cyanelle comprises the inner and outer cyanelle membrane including the intermembrane space and the vestigal peptidoglycan layer.						Plastid, cyanelle envelope	SL-0082; Cyanelle; LOCATION	reviewed:1; annotated:0
SL-0480	Cyanelle inner membrane	Cellular component	GO:0036012:cyanelle inner membrane	SL-0083; Cyanelle membrane; LOCATION, SL-0211; Plastid inner membrane; LOCATION	The inner membrane of a cyanelle is the membrane which separates the cyanelle stroma from the intermembrane space.						Plastid, cyanelle inner membrane	SL-0479; Cyanelle envelope; LOCATION	reviewed:1; annotated:0
SL-0481	Cyanelle intermembrane space	Cellular component	GO:0036014:cyanelle intermembrane space	SL-0212; Plastid intermembrane space; LOCATION	The intermembrane space between the inner and the outer cyanelle membranes, it includes the vestigial peptidoglycan layer.		Cyanelle periplasm				Plastid, cyanelle intermembrane space	SL-0479; Cyanelle envelope; LOCATION	reviewed:0; annotated:0
SL-0482	Cyanelle outer membrane	Cellular component	GO:0036013:cyanelle outer membrane	SL-0083; Cyanelle membrane; LOCATION, SL-0214; Plastid outer membrane; LOCATION	The outer membrane of a cyanelle is the cyanelle membrane facing the cytoplasm.						Plastid, cyanelle outer membrane	SL-0479; Cyanelle envelope; LOCATION	reviewed:0; annotated:0
SL-0483	Host chloroplast envelope	Cellular component			The envelope of a host chloroplast comprises the inner and outer chloroplast membrane including the intermembrane space.		Host chloroplastic envelope				Host chloroplast envelope		reviewed:20; annotated:0
SL-0484	Microtubule organizing center	Cellular component	GO:0005815:microtubule organizing center		The microtubule organizing center (MTOC) is an intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules.		MTOC				Cytoplasm, cytoskeleton, microtubule organizing center	SL-0090; Cytoskeleton; LOCATION	reviewed:2387; annotated:177740
SL-0485	Centriolar satellite	Cellular component	GO:0034451:centriolar satellite		Centriolar satellites are nonmembranous, electron-dense and spherical cytoplasmic granules of about 70-100 nm in diameter, occurring around centrosomes in most vertebrate cell types. They contain a number of centrosomal proteins. Centriolar satellites have the ability to move along microtubules, toward their minus ends, i.e. toward centrosomes. Their number increase during interphase and decrease during mitosis.		Massule, satellites				Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite	SL-0048; Centrosome; LOCATION	reviewed:144; annotated:8136
SL-0486	Target cell cytoplasm	Cellular component		SL-0487; Target cell; LOCATION	The contents of a target cell within the plasma membrane and which, in eukaryotic cells, surrounds the host nucleus. This term is used to describe a toxin located in the cytoplasm of a target cell.	KW-1266	Target cytoplasm				Target cell, target cell cytoplasm		reviewed:16; annotated:2406
SL-0487	Target cell	Cellular component	GO:0044216:obsolete other organism cell		A cell including the cell membrane and any external encapsulating of another cell. This term is used to describe a toxin located in the structures such as the cell wall and cell envelope that is the target.						Target cell		reviewed:501; annotated:11036
